date,product_id,forecast_horizon,product_units
2026-01-05,WL-PROD-110,30day,430
2026-01-05,WL-PROD-111,30day,430
2026-01-05,WL-PROD-112,30day,243
2026-01-05,WL-PROD-113,30day,243
2026-01-05,WL-PROD-114,30day,187
2026-01-05,WL-PROD-115,30day,187
2026-01-05,WL-PROD-116,30day,187
2026-01-05,WL-PROD-120,30day,253
2026-01-05,WL-PROD-121,30day,253
2026-01-05,WL-PROD-122,30day,253
2026-01-05,WL-PROD-123,30day,116
2026-01-05,WL-PROD-124,30day,116
2026-01-05,WL-PROD-125,30day,116
2026-01-05,WL-PROD-126,30day,137
2026-01-05,WL-PROD-127,30day,137
2026-01-05,WL-PROD-130,30day,366
2026-01-05,WL-PROD-131,30day,366
2026-01-05,WL-PROD-132,30day,162
2026-01-05,WL-PROD-133,30day,162
2026-01-05,WL-PROD-134,30day,204
2026-01-05,WL-PROD-135,30day,204
2026-01-05,WL-PROD-136,30day,204
2026-01-05,WL-PROD-140,30day,425
2026-01-05,WL-PROD-141,30day,425
2026-01-05,WL-PROD-142,30day,234
2026-01-05,WL-PROD-143,30day,234
2026-01-05,WL-PROD-144,30day,191
2026-01-05,WL-PROD-145,30day,191
2026-01-05,WL-PROD-146,30day,191
2026-01-05,WL-PROD-150,30day,397
2026-01-05,WL-PROD-151,30day,397
2026-01-05,WL-PROD-152,30day,124
2026-01-05,WL-PROD-153,30day,124
2026-01-05,WL-PROD-154,30day,124
2026-01-05,WL-PROD-155,30day,273
2026-01-05,WL-PROD-156,30day,273
2026-01-05,WL-PROD-160,30day,378
2026-01-05,WL-PROD-161,30day,378
2026-01-05,WL-PROD-162,30day,200
2026-01-05,WL-PROD-163,30day,200
2026-01-05,WL-PROD-164,30day,200
2026-01-05,WL-PROD-165,30day,178
2026-01-05,WL-PROD-166,30day,178
2026-01-05,WL-PROD-170,30day,312
2026-01-05,WL-PROD-171,30day,312
2026-01-05,WL-PROD-172,30day,137
2026-01-05,WL-PROD-173,30day,137
2026-01-05,WL-PROD-174,30day,137
2026-01-05,WL-PROD-175,30day,175
2026-01-05,WL-PROD-176,30day,175
2026-01-05,WL-PROD-180,30day,412
2026-01-05,WL-PROD-181,30day,412
2026-01-05,WL-PROD-182,30day,192
2026-01-05,WL-PROD-183,30day,192
2026-01-05,WL-PROD-184,30day,220
2026-01-05,WL-PROD-185,30day,220
2026-01-05,WL-PROD-190,30day,388
2026-01-05,WL-PROD-191,30day,388
2026-01-05,WL-PROD-192,30day,198
2026-01-05,WL-PROD-193,30day,198
2026-01-05,WL-PROD-194,30day,190
2026-01-05,WL-PROD-195,30day,190
2026-01-05,WL-PROD-200,30day,395
2026-01-05,WL-PROD-201,30day,395
2026-01-05,WL-PROD-202,30day,227
2026-01-05,WL-PROD-203,30day,227
2026-01-05,WL-PROD-204,30day,168
2026-01-05,WL-PROD-205,30day,168
2026-01-05,WL-PROD-210,30day,383
2026-01-05,WL-PROD-211,30day,383
2026-01-05,WL-PROD-212,30day,186
2026-01-05,WL-PROD-213,30day,186
2026-01-05,WL-PROD-214,30day,197
2026-01-05,WL-PROD-215,30day,197
2026-01-05,WL-PROD-220,30day,459
2026-01-05,WL-PROD-221,30day,459
2026-01-05,WL-PROD-222,30day,216
2026-01-05,WL-PROD-223,30day,216
2026-01-05,WL-PROD-224,30day,243
2026-01-05,WL-PROD-225,30day,243
2026-01-05,WL-PROD-230,30day,390
2026-01-05,WL-PROD-231,30day,390
2026-01-05,WL-PROD-232,30day,175
2026-01-05,WL-PROD-233,30day,175
2026-01-05,WL-PROD-234,30day,215
2026-01-05,WL-PROD-235,30day,215
2026-01-05,WL-PROD-240,30day,391
2026-01-05,WL-PROD-241,30day,391
2026-01-05,WL-PROD-242,30day,225
2026-01-05,WL-PROD-243,30day,225
2026-01-05,WL-PROD-244,30day,166
2026-01-05,WL-PROD-245,30day,166
2026-01-05,WL-PROD-250,30day,401
2026-01-05,WL-PROD-251,30day,401
2026-01-05,WL-PROD-252,30day,225
2026-01-05,WL-PROD-253,30day,225
2026-01-05,WL-PROD-254,30day,176
2026-01-05,WL-PROD-255,30day,176
2026-01-05,WL-PROD-260,30day,435
2026-01-05,WL-PROD-261,30day,435
2026-01-05,WL-PROD-262,30day,166
2026-01-05,WL-PROD-263,30day,166
2026-01-05,WL-PROD-264,30day,269
2026-01-05,WL-PROD-265,30day,269
2026-01-05,WL-PROD-270,30day,530
2026-01-05,WL-PROD-271,30day,530
2026-01-05,WL-PROD-272,30day,276
2026-01-05,WL-PROD-273,30day,276
2026-01-05,WL-PROD-274,30day,254
2026-01-05,WL-PROD-275,30day,254
2026-01-05,WL-PROD-280,30day,359
2026-01-05,WL-PROD-281,30day,359
2026-01-05,WL-PROD-282,30day,193
2026-01-05,WL-PROD-283,30day,193
2026-01-05,WL-PROD-284,30day,166
2026-01-05,WL-PROD-285,30day,166
2026-01-05,WL-PROD-290,30day,439
2026-01-05,WL-PROD-291,30day,439
2026-01-05,WL-PROD-292,30day,237
2026-01-05,WL-PROD-293,30day,237
2026-01-05,WL-PROD-294,30day,202
2026-01-05,WL-PROD-295,30day,202
2026-01-06,WL-PROD-101,30day,336
2026-01-06,WL-PROD-102,30day,336
2026-01-06,WL-PROD-103,30day,156
2026-01-06,WL-PROD-104,30day,156
2026-01-06,WL-PROD-105,30day,156
2026-01-06,WL-PROD-106,30day,180
2026-01-06,WL-PROD-107,30day,180
2026-01-06,WL-PROD-108,30day,180
2026-01-06,WL-PROD-109,30day,180
2026-01-06,WL-PROD-110,30day,430
2026-01-06,WL-PROD-111,30day,430
2026-01-06,WL-PROD-112,30day,243
2026-01-06,WL-PROD-113,30day,243
2026-01-06,WL-PROD-114,30day,187
2026-01-06,WL-PROD-115,30day,187
2026-01-06,WL-PROD-116,30day,187
2026-01-06,WL-PROD-120,30day,253
2026-01-06,WL-PROD-121,30day,253
2026-01-06,WL-PROD-122,30day,253
2026-01-06,WL-PROD-123,30day,116
2026-01-06,WL-PROD-124,30day,116
2026-01-06,WL-PROD-125,30day,116
2026-01-06,WL-PROD-126,30day,137
2026-01-06,WL-PROD-127,30day,137
2026-01-06,WL-PROD-130,30day,369
2026-01-06,WL-PROD-131,30day,369
2026-01-06,WL-PROD-132,30day,162
2026-01-06,WL-PROD-133,30day,162
2026-01-06,WL-PROD-134,30day,207
2026-01-06,WL-PROD-135,30day,207
2026-01-06,WL-PROD-136,30day,207
2026-01-06,WL-PROD-140,30day,421
2026-01-06,WL-PROD-141,30day,421
2026-01-06,WL-PROD-142,30day,231
2026-01-06,WL-PROD-143,30day,231
2026-01-06,WL-PROD-144,30day,190
2026-01-06,WL-PROD-145,30day,190
2026-01-06,WL-PROD-146,30day,190
2026-01-06,WL-PROD-150,30day,397
2026-01-06,WL-PROD-151,30day,397
2026-01-06,WL-PROD-152,30day,124
2026-01-06,WL-PROD-153,30day,124
2026-01-06,WL-PROD-154,30day,124
2026-01-06,WL-PROD-155,30day,273
2026-01-06,WL-PROD-156,30day,273
2026-01-06,WL-PROD-160,30day,378
2026-01-06,WL-PROD-161,30day,378
2026-01-06,WL-PROD-162,30day,200
2026-01-06,WL-PROD-163,30day,200
2026-01-06,WL-PROD-164,30day,200
2026-01-06,WL-PROD-165,30day,178
2026-01-06,WL-PROD-166,30day,178
2026-01-06,WL-PROD-170,30day,313
2026-01-06,WL-PROD-171,30day,313
2026-01-06,WL-PROD-172,30day,137
2026-01-06,WL-PROD-173,30day,137
2026-01-06,WL-PROD-174,30day,137
2026-01-06,WL-PROD-175,30day,176
2026-01-06,WL-PROD-176,30day,176
2026-01-06,WL-PROD-180,30day,412
2026-01-06,WL-PROD-181,30day,412
2026-01-06,WL-PROD-182,30day,192
2026-01-06,WL-PROD-183,30day,192
2026-01-06,WL-PROD-184,30day,220
2026-01-06,WL-PROD-185,30day,220
2026-01-06,WL-PROD-190,30day,390
2026-01-06,WL-PROD-191,30day,390
2026-01-06,WL-PROD-192,30day,198
2026-01-06,WL-PROD-193,30day,198
2026-01-06,WL-PROD-194,30day,192
2026-01-06,WL-PROD-195,30day,192
2026-01-06,WL-PROD-200,30day,403
2026-01-06,WL-PROD-201,30day,403
2026-01-06,WL-PROD-202,30day,234
2026-01-06,WL-PROD-203,30day,234
2026-01-06,WL-PROD-204,30day,169
2026-01-06,WL-PROD-205,30day,169
2026-01-06,WL-PROD-210,30day,380
2026-01-06,WL-PROD-211,30day,380
2026-01-06,WL-PROD-212,30day,184
2026-01-06,WL-PROD-213,30day,184
2026-01-06,WL-PROD-214,30day,196
2026-01-06,WL-PROD-215,30day,196
2026-01-06,WL-PROD-220,30day,459
2026-01-06,WL-PROD-221,30day,459
2026-01-06,WL-PROD-222,30day,216
2026-01-06,WL-PROD-223,30day,216
2026-01-06,WL-PROD-224,30day,243
2026-01-06,WL-PROD-225,30day,243
2026-01-06,WL-PROD-230,30day,392
2026-01-06,WL-PROD-231,30day,392
2026-01-06,WL-PROD-232,30day,176
2026-01-06,WL-PROD-233,30day,176
2026-01-06,WL-PROD-234,30day,216
2026-01-06,WL-PROD-235,30day,216
2026-01-06,WL-PROD-240,30day,393
2026-01-06,WL-PROD-241,30day,393
2026-01-06,WL-PROD-242,30day,227
2026-01-06,WL-PROD-243,30day,227
2026-01-06,WL-PROD-244,30day,166
2026-01-06,WL-PROD-245,30day,166
2026-01-06,WL-PROD-250,30day,400
2026-01-06,WL-PROD-251,30day,400
2026-01-06,WL-PROD-252,30day,224
2026-01-06,WL-PROD-253,30day,224
2026-01-06,WL-PROD-254,30day,176
2026-01-06,WL-PROD-255,30day,176
2026-01-06,WL-PROD-260,30day,434
2026-01-06,WL-PROD-261,30day,434
2026-01-06,WL-PROD-262,30day,165
2026-01-06,WL-PROD-263,30day,165
2026-01-06,WL-PROD-264,30day,269
2026-01-06,WL-PROD-265,30day,269
2026-01-06,WL-PROD-270,30day,533
2026-01-06,WL-PROD-271,30day,533
2026-01-06,WL-PROD-272,30day,280
2026-01-06,WL-PROD-273,30day,280
2026-01-06,WL-PROD-274,30day,253
2026-01-06,WL-PROD-275,30day,253
2026-01-06,WL-PROD-280,30day,359
2026-01-06,WL-PROD-281,30day,359
2026-01-06,WL-PROD-282,30day,193
2026-01-06,WL-PROD-283,30day,193
2026-01-06,WL-PROD-284,30day,166
2026-01-06,WL-PROD-285,30day,166
2026-01-06,WL-PROD-290,30day,436
2026-01-06,WL-PROD-291,30day,436
2026-01-06,WL-PROD-292,30day,237
2026-01-06,WL-PROD-293,30day,237
2026-01-06,WL-PROD-294,30day,199
2026-01-06,WL-PROD-295,30day,199
2026-01-07,WL-PROD-101,30day,335
2026-01-07,WL-PROD-102,30day,335
2026-01-07,WL-PROD-103,30day,155
2026-01-07,WL-PROD-104,30day,155
2026-01-07,WL-PROD-105,30day,155
2026-01-07,WL-PROD-106,30day,180
2026-01-07,WL-PROD-107,30day,180
2026-01-07,WL-PROD-108,30day,180
2026-01-07,WL-PROD-109,30day,180
2026-01-07,WL-PROD-110,30day,430
2026-01-07,WL-PROD-111,30day,430
2026-01-07,WL-PROD-112,30day,243
2026-01-07,WL-PROD-113,30day,243
2026-01-07,WL-PROD-114,30day,187
2026-01-07,WL-PROD-115,30day,187
2026-01-07,WL-PROD-116,30day,187
2026-01-07,WL-PROD-120,30day,253
2026-01-07,WL-PROD-121,30day,253
2026-01-07,WL-PROD-122,30day,253
2026-01-07,WL-PROD-123,30day,116
2026-01-07,WL-PROD-124,30day,116
2026-01-07,WL-PROD-125,30day,116
2026-01-07,WL-PROD-126,30day,137
2026-01-07,WL-PROD-127,30day,137
2026-01-07,WL-PROD-130,30day,366
2026-01-07,WL-PROD-131,30day,366
2026-01-07,WL-PROD-132,30day,160
2026-01-07,WL-PROD-133,30day,160
2026-01-07,WL-PROD-134,30day,206
2026-01-07,WL-PROD-135,30day,206
2026-01-07,WL-PROD-136,30day,206
2026-01-07,WL-PROD-140,30day,420
2026-01-07,WL-PROD-141,30day,420
2026-01-07,WL-PROD-142,30day,231
2026-01-07,WL-PROD-143,30day,231
2026-01-07,WL-PROD-144,30day,189
2026-01-07,WL-PROD-145,30day,189
2026-01-07,WL-PROD-146,30day,189
2026-01-07,WL-PROD-150,30day,397
2026-01-07,WL-PROD-151,30day,397
2026-01-07,WL-PROD-152,30day,124
2026-01-07,WL-PROD-153,30day,124
2026-01-07,WL-PROD-154,30day,124
2026-01-07,WL-PROD-155,30day,273
2026-01-07,WL-PROD-156,30day,273
2026-01-07,WL-PROD-160,30day,378
2026-01-07,WL-PROD-161,30day,378
2026-01-07,WL-PROD-162,30day,200
2026-01-07,WL-PROD-163,30day,200
2026-01-07,WL-PROD-164,30day,200
2026-01-07,WL-PROD-165,30day,178
2026-01-07,WL-PROD-166,30day,178
2026-01-07,WL-PROD-170,30day,312
2026-01-07,WL-PROD-171,30day,312
2026-01-07,WL-PROD-172,30day,137
2026-01-07,WL-PROD-173,30day,137
2026-01-07,WL-PROD-174,30day,137
2026-01-07,WL-PROD-175,30day,175
2026-01-07,WL-PROD-176,30day,175
2026-01-07,WL-PROD-180,30day,412
2026-01-07,WL-PROD-181,30day,412
2026-01-07,WL-PROD-182,30day,192
2026-01-07,WL-PROD-183,30day,192
2026-01-07,WL-PROD-184,30day,220
2026-01-07,WL-PROD-185,30day,220
2026-01-07,WL-PROD-190,30day,386
2026-01-07,WL-PROD-191,30day,386
2026-01-07,WL-PROD-192,30day,197
2026-01-07,WL-PROD-193,30day,197
2026-01-07,WL-PROD-194,30day,189
2026-01-07,WL-PROD-195,30day,189
2026-01-07,WL-PROD-200,30day,396
2026-01-07,WL-PROD-201,30day,396
2026-01-07,WL-PROD-202,30day,227
2026-01-07,WL-PROD-203,30day,227
2026-01-07,WL-PROD-204,30day,169
2026-01-07,WL-PROD-205,30day,169
2026-01-07,WL-PROD-210,30day,380
2026-01-07,WL-PROD-211,30day,380
2026-01-07,WL-PROD-212,30day,184
2026-01-07,WL-PROD-213,30day,184
2026-01-07,WL-PROD-214,30day,196
2026-01-07,WL-PROD-215,30day,196
2026-01-07,WL-PROD-220,30day,459
2026-01-07,WL-PROD-221,30day,459
2026-01-07,WL-PROD-222,30day,216
2026-01-07,WL-PROD-223,30day,216
2026-01-07,WL-PROD-224,30day,243
2026-01-07,WL-PROD-225,30day,243
2026-01-07,WL-PROD-230,30day,390
2026-01-07,WL-PROD-231,30day,390
2026-01-07,WL-PROD-232,30day,175
2026-01-07,WL-PROD-233,30day,175
2026-01-07,WL-PROD-234,30day,215
2026-01-07,WL-PROD-235,30day,215
2026-01-07,WL-PROD-240,30day,391
2026-01-07,WL-PROD-241,30day,391
2026-01-07,WL-PROD-242,30day,225
2026-01-07,WL-PROD-243,30day,225
2026-01-07,WL-PROD-244,30day,166
2026-01-07,WL-PROD-245,30day,166
2026-01-07,WL-PROD-250,30day,399
2026-01-07,WL-PROD-251,30day,399
2026-01-07,WL-PROD-252,30day,225
2026-01-07,WL-PROD-253,30day,225
2026-01-07,WL-PROD-254,30day,174
2026-01-07,WL-PROD-255,30day,174
2026-01-07,WL-PROD-260,30day,434
2026-01-07,WL-PROD-261,30day,434
2026-01-07,WL-PROD-262,30day,165
2026-01-07,WL-PROD-263,30day,165
2026-01-07,WL-PROD-264,30day,269
2026-01-07,WL-PROD-265,30day,269
2026-01-07,WL-PROD-270,30day,529
2026-01-07,WL-PROD-271,30day,529
2026-01-07,WL-PROD-272,30day,276
2026-01-07,WL-PROD-273,30day,276
2026-01-07,WL-PROD-274,30day,253
2026-01-07,WL-PROD-275,30day,253
2026-01-07,WL-PROD-280,30day,359
2026-01-07,WL-PROD-281,30day,359
2026-01-07,WL-PROD-282,30day,193
2026-01-07,WL-PROD-283,30day,193
2026-01-07,WL-PROD-284,30day,166
2026-01-07,WL-PROD-285,30day,166
2026-01-07,WL-PROD-290,30day,437
2026-01-07,WL-PROD-291,30day,437
2026-01-07,WL-PROD-292,30day,237
2026-01-07,WL-PROD-293,30day,237
2026-01-07,WL-PROD-294,30day,200
2026-01-07,WL-PROD-295,30day,200
2026-01-08,WL-PROD-101,30day,335
2026-01-08,WL-PROD-102,30day,335
2026-01-08,WL-PROD-103,30day,155
2026-01-08,WL-PROD-104,30day,155
2026-01-08,WL-PROD-105,30day,155
2026-01-08,WL-PROD-106,30day,180
2026-01-08,WL-PROD-107,30day,180
2026-01-08,WL-PROD-108,30day,180
2026-01-08,WL-PROD-109,30day,180
2026-01-08,WL-PROD-110,30day,430
2026-01-08,WL-PROD-111,30day,430
2026-01-08,WL-PROD-112,30day,243
2026-01-08,WL-PROD-113,30day,243
2026-01-08,WL-PROD-114,30day,187
2026-01-08,WL-PROD-115,30day,187
2026-01-08,WL-PROD-116,30day,187
2026-01-08,WL-PROD-120,30day,253
2026-01-08,WL-PROD-121,30day,253
2026-01-08,WL-PROD-122,30day,253
2026-01-08,WL-PROD-123,30day,116
2026-01-08,WL-PROD-124,30day,116
2026-01-08,WL-PROD-125,30day,116
2026-01-08,WL-PROD-126,30day,137
2026-01-08,WL-PROD-127,30day,137
2026-01-08,WL-PROD-130,30day,368
2026-01-08,WL-PROD-131,30day,368
2026-01-08,WL-PROD-132,30day,159
2026-01-08,WL-PROD-133,30day,159
2026-01-08,WL-PROD-134,30day,209
2026-01-08,WL-PROD-135,30day,209
2026-01-08,WL-PROD-136,30day,209
2026-01-08,WL-PROD-140,30day,419
2026-01-08,WL-PROD-141,30day,419
2026-01-08,WL-PROD-142,30day,230
2026-01-08,WL-PROD-143,30day,230
2026-01-08,WL-PROD-144,30day,189
2026-01-08,WL-PROD-145,30day,189
2026-01-08,WL-PROD-146,30day,189
2026-01-08,WL-PROD-150,30day,396
2026-01-08,WL-PROD-151,30day,396
2026-01-08,WL-PROD-152,30day,123
2026-01-08,WL-PROD-153,30day,123
2026-01-08,WL-PROD-154,30day,123
2026-01-08,WL-PROD-155,30day,273
2026-01-08,WL-PROD-156,30day,273
2026-01-08,WL-PROD-160,30day,378
2026-01-08,WL-PROD-161,30day,378
2026-01-08,WL-PROD-162,30day,200
2026-01-08,WL-PROD-163,30day,200
2026-01-08,WL-PROD-164,30day,200
2026-01-08,WL-PROD-165,30day,178
2026-01-08,WL-PROD-166,30day,178
2026-01-08,WL-PROD-170,30day,312
2026-01-08,WL-PROD-171,30day,312
2026-01-08,WL-PROD-172,30day,137
2026-01-08,WL-PROD-173,30day,137
2026-01-08,WL-PROD-174,30day,137
2026-01-08,WL-PROD-175,30day,175
2026-01-08,WL-PROD-176,30day,175
2026-01-08,WL-PROD-180,30day,412
2026-01-08,WL-PROD-181,30day,412
2026-01-08,WL-PROD-182,30day,192
2026-01-08,WL-PROD-183,30day,192
2026-01-08,WL-PROD-184,30day,220
2026-01-08,WL-PROD-185,30day,220
2026-01-08,WL-PROD-190,30day,389
2026-01-08,WL-PROD-191,30day,389
2026-01-08,WL-PROD-192,30day,198
2026-01-08,WL-PROD-193,30day,198
2026-01-08,WL-PROD-194,30day,191
2026-01-08,WL-PROD-195,30day,191
2026-01-08,WL-PROD-200,30day,395
2026-01-08,WL-PROD-201,30day,395
2026-01-08,WL-PROD-202,30day,227
2026-01-08,WL-PROD-203,30day,227
2026-01-08,WL-PROD-204,30day,168
2026-01-08,WL-PROD-205,30day,168
2026-01-08,WL-PROD-210,30day,379
2026-01-08,WL-PROD-211,30day,379
2026-01-08,WL-PROD-212,30day,183
2026-01-08,WL-PROD-213,30day,183
2026-01-08,WL-PROD-214,30day,196
2026-01-08,WL-PROD-215,30day,196
2026-01-08,WL-PROD-220,30day,458
2026-01-08,WL-PROD-221,30day,458
2026-01-08,WL-PROD-222,30day,216
2026-01-08,WL-PROD-223,30day,216
2026-01-08,WL-PROD-224,30day,242
2026-01-08,WL-PROD-225,30day,242
2026-01-08,WL-PROD-230,30day,391
2026-01-08,WL-PROD-231,30day,391
2026-01-08,WL-PROD-232,30day,175
2026-01-08,WL-PROD-233,30day,175
2026-01-08,WL-PROD-234,30day,216
2026-01-08,WL-PROD-235,30day,216
2026-01-08,WL-PROD-240,30day,389
2026-01-08,WL-PROD-241,30day,389
2026-01-08,WL-PROD-242,30day,223
2026-01-08,WL-PROD-243,30day,223
2026-01-08,WL-PROD-244,30day,166
2026-01-08,WL-PROD-245,30day,166
2026-01-08,WL-PROD-250,30day,400
2026-01-08,WL-PROD-251,30day,400
2026-01-08,WL-PROD-252,30day,224
2026-01-08,WL-PROD-253,30day,224
2026-01-08,WL-PROD-254,30day,176
2026-01-08,WL-PROD-255,30day,176
2026-01-08,WL-PROD-260,30day,432
2026-01-08,WL-PROD-261,30day,432
2026-01-08,WL-PROD-262,30day,163
2026-01-08,WL-PROD-263,30day,163
2026-01-08,WL-PROD-264,30day,269
2026-01-08,WL-PROD-265,30day,269
2026-01-08,WL-PROD-270,30day,529
2026-01-08,WL-PROD-271,30day,529
2026-01-08,WL-PROD-272,30day,276
2026-01-08,WL-PROD-273,30day,276
2026-01-08,WL-PROD-274,30day,253
2026-01-08,WL-PROD-275,30day,253
2026-01-08,WL-PROD-280,30day,359
2026-01-08,WL-PROD-281,30day,359
2026-01-08,WL-PROD-282,30day,193
2026-01-08,WL-PROD-283,30day,193
2026-01-08,WL-PROD-284,30day,166
2026-01-08,WL-PROD-285,30day,166
2026-01-08,WL-PROD-290,30day,437
2026-01-08,WL-PROD-291,30day,437
2026-01-08,WL-PROD-292,30day,237
2026-01-08,WL-PROD-293,30day,237
2026-01-08,WL-PROD-294,30day,200
2026-01-08,WL-PROD-295,30day,200
2026-01-09,WL-PROD-101,30day,366
2026-01-09,WL-PROD-102,30day,366
2026-01-09,WL-PROD-103,30day,172
2026-01-09,WL-PROD-104,30day,172
2026-01-09,WL-PROD-105,30day,172
2026-01-09,WL-PROD-106,30day,194
2026-01-09,WL-PROD-107,30day,194
2026-01-09,WL-PROD-108,30day,194
2026-01-09,WL-PROD-109,30day,194
2026-01-09,WL-PROD-110,30day,461
2026-01-09,WL-PROD-111,30day,461
2026-01-09,WL-PROD-112,30day,263
2026-01-09,WL-PROD-113,30day,263
2026-01-09,WL-PROD-114,30day,198
2026-01-09,WL-PROD-115,30day,198
2026-01-09,WL-PROD-116,30day,198
2026-01-09,WL-PROD-120,30day,267
2026-01-09,WL-PROD-121,30day,267
2026-01-09,WL-PROD-122,30day,267
2026-01-09,WL-PROD-123,30day,120
2026-01-09,WL-PROD-124,30day,120
2026-01-09,WL-PROD-125,30day,120
2026-01-09,WL-PROD-126,30day,147
2026-01-09,WL-PROD-127,30day,147
2026-01-09,WL-PROD-130,30day,393
2026-01-09,WL-PROD-131,30day,393
2026-01-09,WL-PROD-132,30day,172
2026-01-09,WL-PROD-133,30day,172
2026-01-09,WL-PROD-134,30day,221
2026-01-09,WL-PROD-135,30day,221
2026-01-09,WL-PROD-136,30day,221
2026-01-09,WL-PROD-140,30day,445
2026-01-09,WL-PROD-141,30day,445
2026-01-09,WL-PROD-142,30day,243
2026-01-09,WL-PROD-143,30day,243
2026-01-09,WL-PROD-144,30day,202
2026-01-09,WL-PROD-145,30day,202
2026-01-09,WL-PROD-146,30day,202
2026-01-09,WL-PROD-150,30day,428
2026-01-09,WL-PROD-151,30day,428
2026-01-09,WL-PROD-152,30day,136
2026-01-09,WL-PROD-153,30day,136
2026-01-09,WL-PROD-154,30day,136
2026-01-09,WL-PROD-155,30day,292
2026-01-09,WL-PROD-156,30day,292
2026-01-09,WL-PROD-160,30day,406
2026-01-09,WL-PROD-161,30day,406
2026-01-09,WL-PROD-162,30day,215
2026-01-09,WL-PROD-163,30day,215
2026-01-09,WL-PROD-164,30day,215
2026-01-09,WL-PROD-165,30day,191
2026-01-09,WL-PROD-166,30day,191
2026-01-09,WL-PROD-170,30day,336
2026-01-09,WL-PROD-171,30day,336
2026-01-09,WL-PROD-172,30day,148
2026-01-09,WL-PROD-173,30day,148
2026-01-09,WL-PROD-174,30day,148
2026-01-09,WL-PROD-175,30day,188
2026-01-09,WL-PROD-176,30day,188
2026-01-09,WL-PROD-180,30day,440
2026-01-09,WL-PROD-181,30day,440
2026-01-09,WL-PROD-182,30day,204
2026-01-09,WL-PROD-183,30day,204
2026-01-09,WL-PROD-184,30day,236
2026-01-09,WL-PROD-185,30day,236
2026-01-09,WL-PROD-190,30day,414
2026-01-09,WL-PROD-191,30day,414
2026-01-09,WL-PROD-192,30day,212
2026-01-09,WL-PROD-193,30day,212
2026-01-09,WL-PROD-194,30day,202
2026-01-09,WL-PROD-195,30day,202
2026-01-09,WL-PROD-200,30day,420
2026-01-09,WL-PROD-201,30day,420
2026-01-09,WL-PROD-202,30day,242
2026-01-09,WL-PROD-203,30day,242
2026-01-09,WL-PROD-204,30day,178
2026-01-09,WL-PROD-205,30day,178
2026-01-09,WL-PROD-210,30day,405
2026-01-09,WL-PROD-211,30day,405
2026-01-09,WL-PROD-212,30day,197
2026-01-09,WL-PROD-213,30day,197
2026-01-09,WL-PROD-214,30day,208
2026-01-09,WL-PROD-215,30day,208
2026-01-09,WL-PROD-220,30day,497
2026-01-09,WL-PROD-221,30day,497
2026-01-09,WL-PROD-222,30day,233
2026-01-09,WL-PROD-223,30day,233
2026-01-09,WL-PROD-224,30day,264
2026-01-09,WL-PROD-225,30day,264
2026-01-09,WL-PROD-230,30day,421
2026-01-09,WL-PROD-231,30day,421
2026-01-09,WL-PROD-232,30day,188
2026-01-09,WL-PROD-233,30day,188
2026-01-09,WL-PROD-234,30day,233
2026-01-09,WL-PROD-235,30day,233
2026-01-09,WL-PROD-240,30day,414
2026-01-09,WL-PROD-241,30day,414
2026-01-09,WL-PROD-242,30day,240
2026-01-09,WL-PROD-243,30day,240
2026-01-09,WL-PROD-244,30day,174
2026-01-09,WL-PROD-245,30day,174
2026-01-09,WL-PROD-250,30day,426
2026-01-09,WL-PROD-251,30day,426
2026-01-09,WL-PROD-252,30day,238
2026-01-09,WL-PROD-253,30day,238
2026-01-09,WL-PROD-254,30day,188
2026-01-09,WL-PROD-255,30day,188
2026-01-09,WL-PROD-260,30day,459
2026-01-09,WL-PROD-261,30day,459
2026-01-09,WL-PROD-262,30day,173
2026-01-09,WL-PROD-263,30day,173
2026-01-09,WL-PROD-264,30day,286
2026-01-09,WL-PROD-265,30day,286
2026-01-09,WL-PROD-270,30day,569
2026-01-09,WL-PROD-271,30day,569
2026-01-09,WL-PROD-272,30day,298
2026-01-09,WL-PROD-273,30day,298
2026-01-09,WL-PROD-274,30day,271
2026-01-09,WL-PROD-275,30day,271
2026-01-09,WL-PROD-280,30day,381
2026-01-09,WL-PROD-281,30day,381
2026-01-09,WL-PROD-282,30day,206
2026-01-09,WL-PROD-283,30day,206
2026-01-09,WL-PROD-284,30day,175
2026-01-09,WL-PROD-285,30day,175
2026-01-09,WL-PROD-290,30day,472
2026-01-09,WL-PROD-291,30day,472
2026-01-09,WL-PROD-292,30day,256
2026-01-09,WL-PROD-293,30day,256
2026-01-09,WL-PROD-294,30day,216
2026-01-09,WL-PROD-295,30day,216
2026-01-10,WL-PROD-101,30day,386
2026-01-10,WL-PROD-102,30day,386
2026-01-10,WL-PROD-103,30day,180
2026-01-10,WL-PROD-104,30day,180
2026-01-10,WL-PROD-105,30day,180
2026-01-10,WL-PROD-106,30day,206
2026-01-10,WL-PROD-107,30day,206
2026-01-10,WL-PROD-108,30day,206
2026-01-10,WL-PROD-109,30day,206
2026-01-10,WL-PROD-110,30day,490
2026-01-10,WL-PROD-111,30day,490
2026-01-10,WL-PROD-112,30day,278
2026-01-10,WL-PROD-113,30day,278
2026-01-10,WL-PROD-114,30day,212
2026-01-10,WL-PROD-115,30day,212
2026-01-10,WL-PROD-116,30day,212
2026-01-10,WL-PROD-120,30day,287
2026-01-10,WL-PROD-121,30day,287
2026-01-10,WL-PROD-122,30day,287
