date,product_id,forecast_horizon,product_units,raw_material,material_type,consumption_per_unit
2026-02-08,WL-PROD-235,30day,199,Leather_FG,Leather,0.62
2026-02-08,WL-PROD-235,30day,199,Metal_Buckle,Metal,0.32
2026-02-08,WL-PROD-235,30day,199,Rubber_Sole,Rubber,0.78
2026-02-08,WL-PROD-240,30day,352,Leather_FG,Leather,0.45
2026-02-08,WL-PROD-240,30day,352,Metal_Buckle,Metal,0.36
2026-02-08,WL-PROD-240,30day,352,Textile_Lining,Textile,0.38
2026-02-08,WL-PROD-241,30day,352,Leather_Suede,Leather,0.42
2026-02-08,WL-PROD-241,30day,352,Metal_Zip,Metal,0.34
2026-02-08,WL-PROD-241,30day,352,Textile_Lining,Textile,0.41
2026-02-08,WL-PROD-242,30day,204,Leather_FG,Leather,0.46
2026-02-08,WL-PROD-242,30day,204,Metal_Buckle,Metal,0.35
2026-02-08,WL-PROD-242,30day,204,Textile_Lining,Textile,0.37
2026-02-08,WL-PROD-243,30day,204,Leather_Suede,Leather,0.43
2026-02-08,WL-PROD-243,30day,204,Metal_Zip,Metal,0.33
2026-02-08,WL-PROD-243,30day,204,Textile_Lining,Textile,0.39
2026-02-08,WL-PROD-244,30day,148,Leather_FG,Leather,0.47
2026-02-08,WL-PROD-244,30day,148,Metal_Buckle,Metal,0.37
2026-02-08,WL-PROD-244,30day,148,Textile_Lining,Textile,0.36
2026-02-08,WL-PROD-245,30day,148,Leather_Suede,Leather,0.44
2026-02-08,WL-PROD-245,30day,148,Metal_Zip,Metal,0.35
2026-02-08,WL-PROD-245,30day,148,Textile_Lining,Textile,0.4
2026-02-08,WL-PROD-250,30day,377,Leather_FG,Leather,0.89
2026-02-08,WL-PROD-250,30day,377,Rubber_Sole,Rubber,1.03
2026-02-08,WL-PROD-250,30day,377,Textile_Nylon,Textile,0.65
2026-02-08,WL-PROD-251,30day,377,Leather_Suede,Leather,0.92
2026-02-08,WL-PROD-251,30day,377,Rubber_Sole,Rubber,1.06
2026-02-08,WL-PROD-251,30day,377,Textile_Nylon,Textile,0.67
2026-02-08,WL-PROD-252,30day,212,EVA_Foam,Rubber,0.99
2026-02-08,WL-PROD-252,30day,212,Leather_FG,Leather,0.86
2026-02-08,WL-PROD-252,30day,212,Textile_Nylon,Textile,0.63
2026-02-08,WL-PROD-253,30day,212,Leather_Suede,Leather,0.9
2026-02-08,WL-PROD-253,30day,212,Metal_Eyelet,Metal,0.15
2026-02-08,WL-PROD-253,30day,212,Rubber_Sole,Rubber,1.08
2026-02-08,WL-PROD-254,30day,165,Leather_FG,Leather,0.88
2026-02-08,WL-PROD-254,30day,165,Rubber_Sole,Rubber,1.04
2026-02-08,WL-PROD-254,30day,165,Textile_Nylon,Textile,0.66
2026-02-08,WL-PROD-255,30day,165,EVA_Foam,Rubber,1.07
2026-02-08,WL-PROD-255,30day,165,Leather_Suede,Leather,0.91
2026-02-08,WL-PROD-255,30day,165,Textile_Nylon,Textile,0.69
2026-02-08,WL-PROD-260,30day,393,Leather_FG,Leather,1.15
2026-02-08,WL-PROD-260,30day,393,Rubber_Sole,Rubber,1.27
2026-02-08,WL-PROD-260,30day,393,Textile_Nylon,Textile,0.75
2026-02-08,WL-PROD-261,30day,393,Leather_Suede,Leather,1.19
2026-02-08,WL-PROD-261,30day,393,Metal_Eyelet,Metal,0.19
2026-02-08,WL-PROD-261,30day,393,Rubber_Sole,Rubber,1.31
2026-02-08,WL-PROD-262,30day,150,EVA_Foam,Rubber,1.23
2026-02-08,WL-PROD-262,30day,150,Leather_FG,Leather,1.12
2026-02-08,WL-PROD-262,30day,150,Textile_Nylon,Textile,0.73
2026-02-08,WL-PROD-263,30day,150,Leather_Suede,Leather,1.21
2026-02-08,WL-PROD-263,30day,150,Rubber_Sole,Rubber,1.34
2026-02-08,WL-PROD-263,30day,150,Textile_Nylon,Textile,0.77
2026-02-08,WL-PROD-264,30day,243,Leather_FG,Leather,1.14
2026-02-08,WL-PROD-264,30day,243,Metal_Eyelet,Metal,0.21
2026-02-08,WL-PROD-264,30day,243,Rubber_Sole,Rubber,1.29
2026-02-08,WL-PROD-265,30day,243,EVA_Foam,Rubber,1.25
2026-02-08,WL-PROD-265,30day,243,Leather_Suede,Leather,1.18
2026-02-08,WL-PROD-265,30day,243,Textile_Nylon,Textile,0.74
2026-02-08,WL-PROD-270,30day,490,Leather_Suede,Leather,1.06
2026-02-08,WL-PROD-270,30day,490,Rubber_Sole,Rubber,1.39
2026-02-08,WL-PROD-270,30day,490,Textile_Nylon,Textile,0.81
2026-02-08,WL-PROD-271,30day,490,EVA_Foam,Rubber,1.42
2026-02-08,WL-PROD-271,30day,490,Leather_FG,Leather,1.03
2026-02-08,WL-PROD-271,30day,490,Textile_Nylon,Textile,0.83
2026-02-08,WL-PROD-272,30day,254,Leather_Suede,Leather,1.09
2026-02-08,WL-PROD-272,30day,254,Metal_Eyelet,Metal,0.24
2026-02-08,WL-PROD-272,30day,254,Rubber_Sole,Rubber,1.37
2026-02-08,WL-PROD-273,30day,254,EVA_Foam,Rubber,1.44
2026-02-08,WL-PROD-273,30day,254,Leather_FG,Leather,1.02
2026-02-08,WL-PROD-273,30day,254,Textile_Nylon,Textile,0.84
2026-02-08,WL-PROD-274,30day,236,Leather_Suede,Leather,1.07
2026-02-08,WL-PROD-274,30day,236,Rubber_Sole,Rubber,1.38
2026-02-08,WL-PROD-274,30day,236,Textile_Nylon,Textile,0.8
2026-02-08,WL-PROD-275,30day,236,Leather_FG,Leather,1.04
2026-02-08,WL-PROD-275,30day,236,Metal_Eyelet,Metal,0.26
2026-02-08,WL-PROD-275,30day,236,Rubber_Sole,Rubber,1.41
2026-02-08,WL-PROD-280,30day,327,Leather_Suede,Leather,0.64
2026-02-08,WL-PROD-280,30day,327,Metal_Buckle,Metal,0.29
2026-02-08,WL-PROD-280,30day,327,Rubber_Sole,Rubber,0.77
2026-02-08,WL-PROD-281,30day,327,Leather_FG,Leather,0.6
2026-02-08,WL-PROD-281,30day,327,Metal_Buckle,Metal,0.31
2026-02-08,WL-PROD-281,30day,327,Rubber_Sole,Rubber,0.74
2026-02-08,WL-PROD-282,30day,176,Leather_Suede,Leather,0.66
2026-02-08,WL-PROD-282,30day,176,Metal_Buckle,Metal,0.28
2026-02-08,WL-PROD-282,30day,176,Rubber_Sole,Rubber,0.8
2026-02-08,WL-PROD-283,30day,176,Leather_FG,Leather,0.62
2026-02-08,WL-PROD-283,30day,176,Metal_Buckle,Metal,0.3
2026-02-08,WL-PROD-283,30day,176,Rubber_Sole,Rubber,0.76
2026-02-08,WL-PROD-284,30day,151,Leather_Suede,Leather,0.68
2026-02-08,WL-PROD-284,30day,151,Metal_Buckle,Metal,0.29
2026-02-08,WL-PROD-284,30day,151,Rubber_Sole,Rubber,0.82
2026-02-08,WL-PROD-285,30day,151,Leather_FG,Leather,0.63
2026-02-08,WL-PROD-285,30day,151,Metal_Buckle,Metal,0.33
2026-02-08,WL-PROD-285,30day,151,Rubber_Sole,Rubber,0.79
2026-02-08,WL-PROD-290,30day,411,Leather_FG,Leather,0.46
2026-02-08,WL-PROD-290,30day,411,Metal_Buckle,Metal,0.37
2026-02-08,WL-PROD-290,30day,411,Textile_Lining,Textile,0.39
2026-02-08,WL-PROD-291,30day,411,Leather_Suede,Leather,0.43
2026-02-08,WL-PROD-291,30day,411,Metal_Zip,Metal,0.35
2026-02-08,WL-PROD-291,30day,411,Textile_Lining,Textile,0.41
2026-02-08,WL-PROD-292,30day,219,Leather_FG,Leather,0.47
2026-02-08,WL-PROD-292,30day,219,Metal_Buckle,Metal,0.36
2026-02-08,WL-PROD-292,30day,219,Textile_Lining,Textile,0.38
2026-02-08,WL-PROD-293,30day,219,Leather_Suede,Leather,0.44
2026-02-08,WL-PROD-293,30day,219,Metal_Zip,Metal,0.34
2026-02-08,WL-PROD-293,30day,219,Textile_Lining,Textile,0.4
2026-02-08,WL-PROD-294,30day,192,Leather_FG,Leather,0.48
2026-02-08,WL-PROD-294,30day,192,Metal_Buckle,Metal,0.38
2026-02-08,WL-PROD-294,30day,192,Textile_Lining,Textile,0.37
2026-02-08,WL-PROD-295,30day,192,Leather_Suede,Leather,0.45
2026-02-08,WL-PROD-295,30day,192,Metal_Zip,Metal,0.36
2026-02-08,WL-PROD-295,30day,192,Textile_Lining,Textile,0.41
2026-02-09,WL-PROD-101,30day,206,Leather_FG,Leather,0.85
2026-02-09,WL-PROD-101,30day,206,Rubber_Sole,Rubber,1.05
2026-02-09,WL-PROD-101,30day,206,Textile_Nylon,Textile,0.65
2026-02-09,WL-PROD-102,30day,206,Leather_Suede,Leather,0.92
2026-02-09,WL-PROD-102,30day,206,Rubber_Sole,Rubber,1.02
2026-02-09,WL-PROD-102,30day,206,Textile_Nylon,Textile,0.61
2026-02-09,WL-PROD-103,30day,95,EVA_Foam,Rubber,0.95
2026-02-09,WL-PROD-103,30day,95,Leather_FG,Leather,0.88
2026-02-09,WL-PROD-103,30day,95,Textile_Nylon,Textile,0.68
2026-02-09,WL-PROD-104,30day,95,Leather_Suede,Leather,0.91
2026-02-09,WL-PROD-104,30day,95,Metal_Eyelet,Metal,0.12
2026-02-09,WL-PROD-104,30day,95,Rubber_Sole,Rubber,1.07
2026-02-09,WL-PROD-105,30day,95,Leather_FG,Leather,0.86
2026-02-09,WL-PROD-105,30day,95,Rubber_Sole,Rubber,1.01
2026-02-09,WL-PROD-105,30day,95,Textile_Nylon,Textile,0.63
2026-02-09,WL-PROD-106,30day,111,EVA_Foam,Rubber,1.12
2026-02-09,WL-PROD-106,30day,111,Leather_FG,Leather,0.83
2026-02-09,WL-PROD-106,30day,111,Textile_Nylon,Textile,0.58
2026-02-09,WL-PROD-107,30day,111,Leather_Suede,Leather,0.89
2026-02-09,WL-PROD-107,30day,111,Metal_Eyelet,Metal,0.14
2026-02-09,WL-PROD-107,30day,111,Rubber_Sole,Rubber,1.08
2026-02-09,WL-PROD-108,30day,111,Leather_FG,Leather,0.87
2026-02-09,WL-PROD-108,30day,111,Rubber_Sole,Rubber,1.04
2026-02-09,WL-PROD-108,30day,111,Textile_Nylon,Textile,0.64
2026-02-09,WL-PROD-109,30day,111,EVA_Foam,Rubber,0.97
2026-02-09,WL-PROD-109,30day,111,Leather_Suede,Leather,0.9
2026-02-09,WL-PROD-109,30day,111,Textile_Nylon,Textile,0.66
2026-02-09,WL-PROD-110,30day,245,Leather_FG,Leather,1.15
2026-02-09,WL-PROD-110,30day,245,Rubber_Sole,Rubber,1.25
2026-02-09,WL-PROD-110,30day,245,Textile_Nylon,Textile,0.75
2026-02-09,WL-PROD-111,30day,245,Leather_Suede,Leather,1.18
2026-02-09,WL-PROD-111,30day,245,Metal_Eyelet,Metal,0.18
2026-02-09,WL-PROD-111,30day,245,Rubber_Sole,Rubber,1.28
2026-02-09,WL-PROD-112,30day,138,EVA_Foam,Rubber,1.2
2026-02-09,WL-PROD-112,30day,138,Leather_FG,Leather,1.12
2026-02-09,WL-PROD-112,30day,138,Textile_Nylon,Textile,0.72
2026-02-09,WL-PROD-113,30day,138,Leather_Suede,Leather,1.2
2026-02-09,WL-PROD-113,30day,138,Rubber_Sole,Rubber,1.3
2026-02-09,WL-PROD-113,30day,138,Textile_Nylon,Textile,0.74
2026-02-09,WL-PROD-114,30day,107,Leather_FG,Leather,1.1
2026-02-09,WL-PROD-114,30day,107,Metal_Eyelet,Metal,0.2
2026-02-09,WL-PROD-114,30day,107,Rubber_Sole,Rubber,1.27
2026-02-09,WL-PROD-115,30day,107,EVA_Foam,Rubber,1.22
2026-02-09,WL-PROD-115,30day,107,Leather_Suede,Leather,1.16
2026-02-09,WL-PROD-115,30day,107,Textile_Nylon,Textile,0.71
2026-02-09,WL-PROD-116,30day,107,Leather_FG,Leather,1.14
2026-02-09,WL-PROD-116,30day,107,Rubber_Sole,Rubber,1.29
2026-02-09,WL-PROD-116,30day,107,Textile_Nylon,Textile,0.73
2026-02-09,WL-PROD-120,30day,148,Leather_Suede,Leather,1.05
2026-02-09,WL-PROD-120,30day,148,Rubber_Sole,Rubber,1.35
2026-02-09,WL-PROD-120,30day,148,Textile_Nylon,Textile,0.78
2026-02-09,WL-PROD-121,30day,148,EVA_Foam,Rubber,1.4
2026-02-09,WL-PROD-121,30day,148,Leather_FG,Leather,1.02
2026-02-09,WL-PROD-121,30day,148,Textile_Nylon,Textile,0.8
2026-02-09,WL-PROD-122,30day,148,Leather_Suede,Leather,1.08
2026-02-09,WL-PROD-122,30day,148,Metal_Eyelet,Metal,0.22
2026-02-09,WL-PROD-122,30day,148,Rubber_Sole,Rubber,1.38
2026-02-09,WL-PROD-123,30day,68,EVA_Foam,Rubber,1.42
2026-02-09,WL-PROD-123,30day,68,Leather_FG,Leather,1.01
2026-02-09,WL-PROD-123,30day,68,Textile_Nylon,Textile,0.82
2026-02-09,WL-PROD-124,30day,68,Leather_Suede,Leather,1.09
2026-02-09,WL-PROD-124,30day,68,Rubber_Sole,Rubber,1.36
2026-02-09,WL-PROD-124,30day,68,Textile_Nylon,Textile,0.79
2026-02-09,WL-PROD-125,30day,68,Leather_FG,Leather,1.03
2026-02-09,WL-PROD-125,30day,68,Metal_Eyelet,Metal,0.25
2026-02-09,WL-PROD-125,30day,68,Rubber_Sole,Rubber,1.39
2026-02-09,WL-PROD-126,30day,80,,,
2026-02-09,WL-PROD-127,30day,80,,,
2026-02-09,WL-PROD-130,30day,215,Leather_Suede,Leather,0.62
2026-02-09,WL-PROD-130,30day,215,Metal_Buckle,Metal,0.28
2026-02-09,WL-PROD-130,30day,215,Rubber_Sole,Rubber,0.75
2026-02-09,WL-PROD-131,30day,215,Leather_FG,Leather,0.58
2026-02-09,WL-PROD-131,30day,215,Metal_Buckle,Metal,0.3
2026-02-09,WL-PROD-131,30day,215,Rubber_Sole,Rubber,0.72
2026-02-09,WL-PROD-132,30day,95,Leather_Suede,Leather,0.64
2026-02-09,WL-PROD-132,30day,95,Metal_Buckle,Metal,0.26
2026-02-09,WL-PROD-132,30day,95,Rubber_Sole,Rubber,0.78
2026-02-09,WL-PROD-133,30day,95,Leather_FG,Leather,0.6
2026-02-09,WL-PROD-133,30day,95,Metal_Buckle,Metal,0.29
2026-02-09,WL-PROD-133,30day,95,Rubber_Sole,Rubber,0.74
2026-02-09,WL-PROD-134,30day,120,Leather_Suede,Leather,0.66
2026-02-09,WL-PROD-134,30day,120,Metal_Buckle,Metal,0.27
2026-02-09,WL-PROD-134,30day,120,Rubber_Sole,Rubber,0.8
2026-02-09,WL-PROD-135,30day,120,Leather_FG,Leather,0.61
2026-02-09,WL-PROD-135,30day,120,Metal_Buckle,Metal,0.31
2026-02-09,WL-PROD-135,30day,120,Rubber_Sole,Rubber,0.77
2026-02-09,WL-PROD-136,30day,120,Leather_Suede,Leather,0.63
2026-02-09,WL-PROD-136,30day,120,Metal_Buckle,Metal,0.28
2026-02-09,WL-PROD-136,30day,120,Rubber_Sole,Rubber,0.79
2026-02-09,WL-PROD-140,30day,253,Leather_FG,Leather,0.42
2026-02-09,WL-PROD-140,30day,253,Metal_Buckle,Metal,0.34
2026-02-09,WL-PROD-140,30day,253,Textile_Lining,Textile,0.38
2026-02-09,WL-PROD-141,30day,253,Leather_Suede,Leather,0.39
2026-02-09,WL-PROD-141,30day,253,Metal_Buckle,Metal,0.32
2026-02-09,WL-PROD-141,30day,253,Textile_Lining,Textile,0.41
2026-02-09,WL-PROD-142,30day,137,Leather_FG,Leather,0.45
2026-02-09,WL-PROD-142,30day,137,Metal_Zip,Metal,0.29
2026-02-09,WL-PROD-142,30day,137,Textile_Lining,Textile,0.36
2026-02-09,WL-PROD-143,30day,137,Leather_Suede,Leather,0.4
2026-02-09,WL-PROD-143,30day,137,Metal_Zip,Metal,0.31
2026-02-09,WL-PROD-143,30day,137,Textile_Lining,Textile,0.39
2026-02-09,WL-PROD-144,30day,116,Leather_FG,Leather,0.44
2026-02-09,WL-PROD-144,30day,116,Metal_Buckle,Metal,0.35
2026-02-09,WL-PROD-144,30day,116,Textile_Lining,Textile,0.37
2026-02-09,WL-PROD-145,30day,116,Leather_Suede,Leather,0.41
2026-02-09,WL-PROD-145,30day,116,Metal_Zip,Metal,0.33
2026-02-09,WL-PROD-145,30day,116,Textile_Lining,Textile,0.4
2026-02-09,WL-PROD-146,30day,116,Leather_FG,Leather,0.46
2026-02-09,WL-PROD-146,30day,116,Metal_Buckle,Metal,0.36
2026-02-09,WL-PROD-146,30day,116,Textile_Lining,Textile,0.35
2026-02-09,WL-PROD-150,30day,237,Leather_FG,Leather,0.88
2026-02-09,WL-PROD-150,30day,237,Rubber_Sole,Rubber,1.02
2026-02-09,WL-PROD-150,30day,237,Textile_Nylon,Textile,0.64
2026-02-09,WL-PROD-151,30day,237,Leather_Suede,Leather,0.91
2026-02-09,WL-PROD-151,30day,237,Rubber_Sole,Rubber,1.05
2026-02-09,WL-PROD-151,30day,237,Textile_Nylon,Textile,0.66
2026-02-09,WL-PROD-152,30day,71,EVA_Foam,Rubber,0.98
2026-02-09,WL-PROD-152,30day,71,Leather_FG,Leather,0.86
2026-02-09,WL-PROD-152,30day,71,Textile_Nylon,Textile,0.61
2026-02-09,WL-PROD-153,30day,71,Leather_Suede,Leather,0.9
2026-02-09,WL-PROD-153,30day,71,Metal_Eyelet,Metal,0.14
2026-02-09,WL-PROD-153,30day,71,Rubber_Sole,Rubber,1.07
2026-02-09,WL-PROD-154,30day,71,Leather_FG,Leather,0.87
2026-02-09,WL-PROD-154,30day,71,Rubber_Sole,Rubber,1.03
2026-02-09,WL-PROD-154,30day,71,Textile_Nylon,Textile,0.65
2026-02-09,WL-PROD-155,30day,166,Leather_Suede,Leather,0.92
2026-02-09,WL-PROD-155,30day,166,Rubber_Sole,Rubber,1.09
2026-02-09,WL-PROD-155,30day,166,Textile_Nylon,Textile,0.68
2026-02-09,WL-PROD-156,30day,166,EVA_Foam,Rubber,1.0
2026-02-09,WL-PROD-156,30day,166,Leather_FG,Leather,0.84
2026-02-09,WL-PROD-156,30day,166,Textile_Nylon,Textile,0.6
2026-02-09,WL-PROD-160,30day,225,Leather_FG,Leather,1.12
2026-02-09,WL-PROD-160,30day,225,Rubber_Sole,Rubber,1.26
2026-02-09,WL-PROD-160,30day,225,Textile_Nylon,Textile,0.74
2026-02-09,WL-PROD-161,30day,225,Leather_Suede,Leather,1.18
2026-02-09,WL-PROD-161,30day,225,Metal_Eyelet,Metal,0.18
2026-02-09,WL-PROD-161,30day,225,Rubber_Sole,Rubber,1.3
2026-02-09,WL-PROD-162,30day,121,EVA_Foam,Rubber,1.22
2026-02-09,WL-PROD-162,30day,121,Leather_FG,Leather,1.1
2026-02-09,WL-PROD-162,30day,121,Textile_Nylon,Textile,0.72
2026-02-09,WL-PROD-163,30day,121,Leather_Suede,Leather,1.19
2026-02-09,WL-PROD-163,30day,121,Rubber_Sole,Rubber,1.32
2026-02-09,WL-PROD-163,30day,121,Textile_Nylon,Textile,0.76
2026-02-09,WL-PROD-164,30day,121,Leather_FG,Leather,1.14
2026-02-09,WL-PROD-164,30day,121,Metal_Eyelet,Metal,0.2
2026-02-09,WL-PROD-164,30day,121,Rubber_Sole,Rubber,1.28
2026-02-09,WL-PROD-165,30day,104,EVA_Foam,Rubber,1.24
2026-02-09,WL-PROD-165,30day,104,Leather_Suede,Leather,1.16
2026-02-09,WL-PROD-165,30day,104,Textile_Nylon,Textile,0.73
2026-02-09,WL-PROD-166,30day,104,Leather_FG,Leather,1.13
2026-02-09,WL-PROD-166,30day,104,Rubber_Sole,Rubber,1.29
2026-02-09,WL-PROD-166,30day,104,Textile_Nylon,Textile,0.75
2026-02-09,WL-PROD-170,30day,187,Leather_Suede,Leather,1.05
2026-02-09,WL-PROD-170,30day,187,Rubber_Sole,Rubber,1.38
2026-02-09,WL-PROD-170,30day,187,Textile_Nylon,Textile,0.8
2026-02-09,WL-PROD-171,30day,187,EVA_Foam,Rubber,1.41
2026-02-09,WL-PROD-171,30day,187,Leather_FG,Leather,1.02
2026-02-09,WL-PROD-171,30day,187,Textile_Nylon,Textile,0.82
2026-02-09,WL-PROD-172,30day,85,Leather_Suede,Leather,1.08
2026-02-09,WL-PROD-172,30day,85,Metal_Eyelet,Metal,0.23
2026-02-09,WL-PROD-172,30day,85,Rubber_Sole,Rubber,1.36
2026-02-09,WL-PROD-173,30day,85,EVA_Foam,Rubber,1.43
2026-02-09,WL-PROD-173,30day,85,Leather_FG,Leather,1.01
2026-02-09,WL-PROD-173,30day,85,Textile_Nylon,Textile,0.83
2026-02-09,WL-PROD-174,30day,85,Leather_Suede,Leather,1.09
2026-02-09,WL-PROD-174,30day,85,Rubber_Sole,Rubber,1.37
2026-02-09,WL-PROD-174,30day,85,Textile_Nylon,Textile,0.79
2026-02-09,WL-PROD-175,30day,102,Leather_FG,Leather,1.03
2026-02-09,WL-PROD-175,30day,102,Metal_Eyelet,Metal,0.25
2026-02-09,WL-PROD-175,30day,102,Rubber_Sole,Rubber,1.4
2026-02-09,WL-PROD-176,30day,102,EVA_Foam,Rubber,1.35
2026-02-09,WL-PROD-176,30day,102,Leather_Suede,Leather,1.07
2026-02-09,WL-PROD-176,30day,102,Textile_Nylon,Textile,0.81
2026-02-09,WL-PROD-180,30day,246,Leather_Suede,Leather,0.62
2026-02-09,WL-PROD-180,30day,246,Metal_Buckle,Metal,0.28
2026-02-09,WL-PROD-180,30day,246,Rubber_Sole,Rubber,0.75
2026-02-09,WL-PROD-181,30day,246,Leather_FG,Leather,0.58
2026-02-09,WL-PROD-181,30day,246,Metal_Buckle,Metal,0.3
2026-02-09,WL-PROD-181,30day,246,Rubber_Sole,Rubber,0.72
2026-02-09,WL-PROD-182,30day,115,Leather_Suede,Leather,0.64
2026-02-09,WL-PROD-182,30day,115,Metal_Buckle,Metal,0.26
2026-02-09,WL-PROD-182,30day,115,Rubber_Sole,Rubber,0.78
2026-02-09,WL-PROD-183,30day,115,Leather_FG,Leather,0.6
2026-02-09,WL-PROD-183,30day,115,Metal_Buckle,Metal,0.29
2026-02-09,WL-PROD-183,30day,115,Rubber_Sole,Rubber,0.74
2026-02-09,WL-PROD-184,30day,131,Leather_Suede,Leather,0.66
2026-02-09,WL-PROD-184,30day,131,Metal_Buckle,Metal,0.27
2026-02-09,WL-PROD-184,30day,131,Rubber_Sole,Rubber,0.8
2026-02-09,WL-PROD-185,30day,131,Leather_FG,Leather,0.61
2026-02-09,WL-PROD-185,30day,131,Metal_Buckle,Metal,0.31
2026-02-09,WL-PROD-185,30day,131,Rubber_Sole,Rubber,0.77
2026-02-09,WL-PROD-190,30day,230,Leather_FG,Leather,0.44
2026-02-09,WL-PROD-190,30day,230,Metal_Buckle,Metal,0.35
2026-02-09,WL-PROD-190,30day,230,Textile_Lining,Textile,0.37
2026-02-09,WL-PROD-191,30day,230,Leather_Suede,Leather,0.41
2026-02-09,WL-PROD-191,30day,230,Metal_Zip,Metal,0.33
2026-02-09,WL-PROD-191,30day,230,Textile_Lining,Textile,0.4
2026-02-09,WL-PROD-192,30day,121,Leather_FG,Leather,0.45
2026-02-09,WL-PROD-192,30day,121,Metal_Buckle,Metal,0.34
2026-02-09,WL-PROD-192,30day,121,Textile_Lining,Textile,0.36
2026-02-09,WL-PROD-193,30day,121,Leather_Suede,Leather,0.42
2026-02-09,WL-PROD-193,30day,121,Metal_Zip,Metal,0.32
2026-02-09,WL-PROD-193,30day,121,Textile_Lining,Textile,0.39
2026-02-09,WL-PROD-194,30day,109,Leather_FG,Leather,0.46
2026-02-09,WL-PROD-194,30day,109,Metal_Buckle,Metal,0.36
2026-02-09,WL-PROD-194,30day,109,Textile_Lining,Textile,0.35
2026-02-09,WL-PROD-195,30day,109,Leather_Suede,Leather,0.43
2026-02-09,WL-PROD-195,30day,109,Metal_Zip,Metal,0.34
2026-02-09,WL-PROD-195,30day,109,Textile_Lining,Textile,0.38
2026-02-09,WL-PROD-200,30day,235,Leather_FG,Leather,0.88
2026-02-09,WL-PROD-200,30day,235,Rubber_Sole,Rubber,1.04
2026-02-09,WL-PROD-200,30day,235,Textile_Nylon,Textile,0.66
2026-02-09,WL-PROD-201,30day,235,Leather_Suede,Leather,0.91
2026-02-09,WL-PROD-201,30day,235,Rubber_Sole,Rubber,1.07
2026-02-09,WL-PROD-201,30day,235,Textile_Nylon,Textile,0.68
2026-02-09,WL-PROD-202,30day,137,EVA_Foam,Rubber,0.99
2026-02-09,WL-PROD-202,30day,137,Leather_FG,Leather,0.85
2026-02-09,WL-PROD-202,30day,137,Textile_Nylon,Textile,0.62
2026-02-09,WL-PROD-203,30day,137,Leather_Suede,Leather,0.89
2026-02-09,WL-PROD-203,30day,137,Metal_Eyelet,Metal,0.15
2026-02-09,WL-PROD-203,30day,137,Rubber_Sole,Rubber,1.06
2026-02-09,WL-PROD-204,30day,98,Leather_FG,Leather,0.87
2026-02-09,WL-PROD-204,30day,98,Rubber_Sole,Rubber,1.02
2026-02-09,WL-PROD-204,30day,98,Textile_Nylon,Textile,0.64
2026-02-09,WL-PROD-205,30day,98,EVA_Foam,Rubber,1.08
2026-02-09,WL-PROD-205,30day,98,Leather_Suede,Leather,0.9
2026-02-09,WL-PROD-205,30day,98,Textile_Nylon,Textile,0.67
2026-02-09,WL-PROD-210,30day,225,Leather_FG,Leather,1.13
2026-02-09,WL-PROD-210,30day,225,Rubber_Sole,Rubber,1.26
2026-02-09,WL-PROD-210,30day,225,Textile_Nylon,Textile,0.74
2026-02-09,WL-PROD-211,30day,225,Leather_Suede,Leather,1.18
2026-02-09,WL-PROD-211,30day,225,Metal_Eyelet,Metal,0.19
2026-02-09,WL-PROD-211,30day,225,Rubber_Sole,Rubber,1.3
2026-02-09,WL-PROD-212,30day,110,EVA_Foam,Rubber,1.22
2026-02-09,WL-PROD-212,30day,110,Leather_FG,Leather,1.11
2026-02-09,WL-PROD-212,30day,110,Textile_Nylon,Textile,0.72
2026-02-09,WL-PROD-213,30day,110,Leather_Suede,Leather,1.2
2026-02-09,WL-PROD-213,30day,110,Rubber_Sole,Rubber,1.33
2026-02-09,WL-PROD-213,30day,110,Textile_Nylon,Textile,0.76
2026-02-09,WL-PROD-214,30day,115,Leather_FG,Leather,1.14
2026-02-09,WL-PROD-214,30day,115,Metal_Eyelet,Metal,0.2
2026-02-09,WL-PROD-214,30day,115,Rubber_Sole,Rubber,1.28
2026-02-09,WL-PROD-215,30day,115,EVA_Foam,Rubber,1.24
2026-02-09,WL-PROD-215,30day,115,Leather_Suede,Leather,1.17
2026-02-09,WL-PROD-215,30day,115,Textile_Nylon,Textile,0.73
2026-02-09,WL-PROD-220,30day,274,Leather_Suede,Leather,1.06
2026-02-09,WL-PROD-220,30day,274,Rubber_Sole,Rubber,1.37
2026-02-09,WL-PROD-220,30day,274,Textile_Nylon,Textile,0.79
2026-02-09,WL-PROD-221,30day,274,EVA_Foam,Rubber,1.41
2026-02-09,WL-PROD-221,30day,274,Leather_FG,Leather,1.03
2026-02-09,WL-PROD-221,30day,274,Textile_Nylon,Textile,0.82
2026-02-09,WL-PROD-222,30day,125,Leather_Suede,Leather,1.09
2026-02-09,WL-PROD-222,30day,125,Metal_Eyelet,Metal,0.23
2026-02-09,WL-PROD-222,30day,125,Rubber_Sole,Rubber,1.36
2026-02-09,WL-PROD-223,30day,125,EVA_Foam,Rubber,1.43
2026-02-09,WL-PROD-223,30day,125,Leather_FG,Leather,1.02
2026-02-09,WL-PROD-223,30day,125,Textile_Nylon,Textile,0.83
2026-02-09,WL-PROD-224,30day,149,Leather_Suede,Leather,1.07
2026-02-09,WL-PROD-224,30day,149,Rubber_Sole,Rubber,1.38
2026-02-09,WL-PROD-224,30day,149,Textile_Nylon,Textile,0.8
